0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,NINO3.4
0.0,0.9233877062797546,0.0,0.0,0.0,0.0,2.990105390548706,0.017291299998760223,1.6826324462890625,4.53433084487915,5.196141242980957,0.0,0.0,0.0,0.0,6.771573543548584,0.0,0.0,0.0,3.9699792861938477,0.0,4.729592800140381,0.0,0.0,0.0,2.0467731952667236,0.0,0.0,0.0,2.9961602687835693,4.095788478851318,0.0,0.0,0.05756571516394615,0.0,0.0,0.0,0.0,0.7166904807090759,0.0,0.0,6.600343704223633,3.684230089187622,0.0,0.0,0.0,0.0,8.036727905273438,0.0,5.432302474975586,0.0,12.054288864135742,0.0,0.0,0.0,0.6716907620429993,2.0330698490142822,7.887773036956787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2938435077667236,8.721525192260742,7.249756336212158,2.011176586151123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4344232082366943,0.0,0.0,1.254213571548462,1.5579370260238647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6408536434173584,0.0,0.3523823022842407,0.1616646945476532,0.0,0.0,7.07026481628418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.679915428161621,0.0,0.0,0.0,0.0,0.0,3.5770561695098877,0.0,0.15561829507350922,0.0,0.0,0.0,0.0,0.0,6.695033550262451,1.5211187601089478,0.0,-1.55
0.0,1.9298750162124634,0.0,0.0,0.0,0.0,5.562883377075195,0.7779181599617004,0.4642711281776428,5.591379642486572,3.122864007949829,0.0,0.0,0.0,0.0,5.904736518859863,0.0,0.0,0.0,3.613405466079712,0.0,5.092762470245361,0.0,0.0,0.0,2.3140223026275635,0.0,0.0,0.0,1.8832640647888184,4.580475330352783,0.0,0.0,0.35475292801856995,0.0,0.0,0.0,0.0,0.29076385498046875,0.0,0.0,7.53324031829834,5.261227130889893,0.0,0.0,0.0,0.0,8.072900772094727,0.0,4.693397521972656,0.0,11.523035049438477,0.0,0.0,0.0,0.0,2.1281254291534424,7.785763263702393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0665216445922852,0.0,0.0,0.0,0.0,2.8396339416503906,9.89044189453125,7.165957927703857,2.1721537113189697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7221664786338806,0.0,0.0,1.6627191305160522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.565284490585327,0.0,0.0,0.3193783164024353,0.0,0.0,6.5174784660339355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78339672088623,0.0,0.0,0.6860536336898804,0.0,0.0,4.011857986450195,0.0,1.4109998941421509,0.0,0.0,0.0,0.0,0.0,6.529056072235107,2.6135177612304688,0.0,-1.78
0.0,0.5438713431358337,0.0,0.0,0.0,0.0,3.1176257133483887,1.1291285753250122,0.0,6.814784526824951,3.404958963394165,0.0,0.0,0.0,0.0,5.839271068572998,0.0,0.0,0.0,5.035842418670654,0.0,3.145688533782959,0.0,0.0,0.0,3.290436029434204,0.0,0.0,0.0,2.2491366863250732,4.072276592254639,0.0,0.0,1.1574403047561646,0.0,0.0,0.0,0.0,2.50803279876709,0.0,0.0,5.849109649658203,4.872186183929443,0.0,0.0,0.0,0.0,8.46058177947998,0.0,5.311404228210449,0.0,13.700109481811523,0.0,0.0,0.0,0.0,2.823089361190796,8.669249534606934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8208265900611877,0.0,0.0,0.0,0.0,1.6041336059570312,7.782354354858398,7.130478858947754,2.8116531372070312,0.0,0.0,0.3124485909938812,0.0,0.0,0.0,0.0,0.0,3.348325729370117,0.0,0.0,0.8768362998962402,2.030076503753662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5064547061920166,0.0,0.0,1.4308284521102905,0.0,0.0,8.49394702911377,0.0,0.0,0.0,0.0,1.3662655353546143,0.0,0.0,0.0,8.260397911071777,0.0,0.0,0.0,0.0,0.0,2.4023525714874268,0.0,1.0295147895812988,0.0,0.0,0.0,0.0,0.0,5.30925989151001,2.167389154434204,0.0,-1.38
0.0,2.2908546924591064,0.0,0.0,0.0,0.0,1.3457316160202026,0.8002209663391113,0.0,6.536080837249756,3.0471150875091553,0.0,0.0,0.0,0.0,3.039827585220337,0.0,0.0,0.0,4.462224006652832,0.0,2.7769417762756348,0.0,0.0,0.0,5.873311519622803,0.0,0.0,0.0,2.8801140785217285,4.110529899597168,0.0,0.0,1.0321972370147705,0.0,0.0,0.0,0.0,1.030550479888916,0.0,0.0,4.858896255493164,3.0291354656219482,0.0,0.0,0.0,0.0,6.158715724945068,0.42447611689567566,3.8998970985412598,0.0,11.2841157913208,0.0,0.0,0.0,0.047150060534477234,2.7258806228637695,7.680363178253174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23920993506908417,0.0,0.0,0.0,0.0,0.5943644642829895,8.730270385742188,6.994243144989014,1.4023741483688354,0.0,0.0,0.034456945955753326,0.0,0.0,0.0,0.0,0.0,4.0048394203186035,0.0,0.0,0.0,1.1039661169052124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993134021759033,0.0,0.7569787502288818,1.9547383785247803,0.0,0.0,6.534118175506592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.535014152526855,0.0,0.0,0.0746399462223053,0.0,0.0,1.9658318758010864,0.0,1.3456627130508423,0.0,0.0,0.0,0.0,0.0,4.031511306762695,2.4117767810821533,0.0,-1.9
0.0,4.25588846206665,0.0,0.0,0.0,0.0,0.0,0.7073984146118164,0.0,7.896857738494873,5.162707805633545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617877006530762,0.0,2.967210531234741,0.0,0.0,0.0,11.246500015258789,0.0,0.0,0.0,4.661398887634277,2.3366048336029053,0.0,0.0,2.141394853591919,0.0,0.0,0.0,0.0,0.8007089495658875,0.0,0.0,2.1781251430511475,0.9879549741744995,0.0,0.0,0.0,0.0,2.3868985176086426,3.8603508472442627,5.427486896514893,0.0,11.027812957763672,0.0,0.0,0.0,1.4018551111221313,3.2874815464019775,8.631352424621582,0.0,0.0,0.0,0.0,0.0,0.6775215864181519,0.0,0.7797622084617615,0.0,0.0,0.0,0.0,0.0,10.171405792236328,7.001038074493408,1.6236662864685059,0.0,0.0,0.025205234065651894,0.0,0.0,0.0,0.0,0.0,8.631082534790039,0.0,0.0,0.0,1.207516074180603,0.0,0.0,3.3621268272399902,0.0,0.0,0.0,0.0,0.0,0.0,5.136898517608643,0.0,2.0275988578796387,2.472949981689453,0.0,0.0,7.480518817901611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.074206352233887,0.0,0.0,0.0,0.0,0.0,0.6546483635902405,0.0,2.7389955520629883,0.0,0.0,0.0,0.0,0.0,1.7755522727966309,4.273331642150879,0.0,-1.74
0.0,1.9900140762329102,0.0,0.0,0.2654477059841156,0.0,0.0,4.155468463897705,0.0,9.154425621032715,7.137514114379883,0.0,0.0,0.0,0.0,3.1364967823028564,0.0,0.0,0.0,8.497782707214355,0.0,2.874223470687866,0.0,0.0,0.0,12.694146156311035,0.0,0.0,0.0,5.497960090637207,3.5830068588256836,0.0,0.0,1.5829417705535889,0.0,0.0,0.0,0.0,3.944943428039551,0.0,0.0,2.201634645462036,0.0,0.0,0.0,0.0,0.0,2.4007835388183594,6.0502142906188965,6.426303386688232,0.0,11.72009563446045,0.0,0.0,0.0,1.6943403482437134,5.4090752601623535,7.531030178070068,0.3525191843509674,0.0,0.0,0.0,0.0,0.0,0.0,1.0105063915252686,0.0,0.0,0.0,0.0,0.0,6.645482540130615,5.0044450759887695,1.8124991655349731,0.0,0.0,0.2687359154224396,0.0,0.0,0.0,0.0,0.0,7.426721572875977,0.0,0.0,0.0,3.6406612396240234,0.0,0.0,5.31552267074585,0.0,0.0,0.0,0.0,0.0,0.0,3.928093194961548,0.0,1.323058843612671,3.3816285133361816,0.0,0.0,10.31733512878418,0.0,0.0,0.0,0.0,0.2953285276889801,0.0,0.0,0.0,6.772975921630859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2865042686462402,0.0,0.0,0.0,0.0,0.0,0.0,3.1066622734069824,0.0,-1.79
0.0,3.359265089035034,0.0,0.0,0.1692391186952591,0.0,0.0,3.4721133708953857,0.0,10.415132522583008,7.19028902053833,0.0,0.0,0.0,0.0,3.4214067459106445,0.0,0.0,0.0,11.095949172973633,0.0,2.5842785835266113,0.0,0.0,0.0,13.559782981872559,0.0,0.0,0.0,7.097861289978027,2.4223403930664062,0.0,0.0,3.8089487552642822,0.0,0.0,0.0,0.0,3.1670265197753906,0.0,0.0,0.10753709822893143,0.0,0.0,0.0,0.0,0.0,1.4994248151779175,6.904626846313477,7.448958873748779,0.0,11.590685844421387,0.0,0.0,0.0,1.6245403289794922,6.157847881317139,5.520500659942627,0.7637947797775269,0.0,0.0,0.0,0.0,0.0,0.0,0.7323350310325623,0.0,0.0,0.0,0.0,0.0,7.043257236480713,6.327793598175049,2.0531551837921143,0.0,0.0,1.938417911529541,0.0,0.0,0.0,0.0,0.0,7.906876087188721,0.0,0.0,0.0,1.5697427988052368,0.0,0.0,3.4273526668548584,0.0,0.0,0.0,0.0,0.0,0.0,3.0728025436401367,0.0,0.0,4.231150150299072,0.0,0.0,10.420427322387695,0.0,0.0,0.0,0.0,0.1744442731142044,0.0,0.0,0.0,7.258816719055176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0456056594848633,0.0,0.0,0.0,0.0,0.0,0.0,5.040810585021973,0.0,-1.65
0.0,3.3260157108306885,0.0,0.0,1.6621012687683105,0.0,0.0,3.8359856605529785,0.0,8.282072067260742,6.991473197937012,0.0,0.0,0.0,0.0,0.5403978824615479,0.0,0.0,0.0,12.421037673950195,0.0,3.4019675254821777,0.0,0.0,0.0,13.713139533996582,0.0,0.0,0.0,5.360222339630127,2.462583303451538,0.0,0.0,1.8534812927246094,0.0,0.0,0.0,0.0,1.3895477056503296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363672256469727,5.823477268218994,0.0,9.958303451538086,0.0,0.6702113747596741,0.0,1.7272533178329468,5.052958011627197,6.751009941101074,0.0,0.0,0.0,0.0,0.0,1.7099906206130981,0.0,3.1339380741119385,0.0,0.0,0.0,0.0,0.0,6.698596000671387,2.8013641834259033,0.8448743224143982,0.0,0.0,2.450939416885376,0.0,0.0,0.0,0.0,0.0,7.870830059051514,0.0,0.0,0.0,4.578014373779297,0.0,0.0,4.872399806976318,0.0,0.0,0.0,0.0,0.0,0.0,1.7783477306365967,0.0,0.37767845392227173,3.5043652057647705,0.0,0.0,8.993528366088867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.460036754608154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3761167526245117,0.0,0.0,0.0,0.0,0.0,0.0,4.6603875160217285,0.0,-0.88
0.0,4.98996639251709,0.0,0.0,2.2923593521118164,0.0,0.0,2.599569082260132,0.0,5.851922035217285,10.53771686553955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88411808013916,0.0,4.817317485809326,0.0,0.0,0.0,12.71362590789795,0.0,0.0,0.0,5.913621425628662,1.0805224180221558,0.0,0.0,2.148984432220459,0.0,0.0,0.0,0.0,1.4558873176574707,0.0,0.0,0.29537004232406616,0.0,0.0,0.0,0.0,0.0,0.0,4.444741725921631,6.171244144439697,0.0,12.385028839111328,0.0,0.0,0.0,0.6443188190460205,3.243346929550171,10.430343627929688,0.0,0.0,0.0,0.0,0.0,3.4352455139160156,0.0,2.830057382583618,0.0,0.0,0.0,0.0,0.0,10.192449569702148,0.9291597008705139,3.9028289318084717,0.0,0.0,0.600986123085022,0.0,0.0,0.0,0.0,0.0,8.945847511291504,0.0,0.0,0.0,6.8609209060668945,0.0,0.0,6.781806468963623,0.0,0.0,0.0,0.0,0.0,0.0,2.6596834659576416,0.0,1.1168532371520996,1.3452719449996948,0.0,0.0,7.194862365722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6066083908081055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38860639929771423,0.0,0.0,0.0,0.0,0.0,0.0,2.2797274589538574,0.0,-1.17
0.0,7.2046380043029785,0.0,0.0,1.1725614070892334,0.0,0.0,0.9637085199356079,0.0,3.4049854278564453,10.47846508026123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.896258354187012,0.0,6.000317573547363,0.0,0.0,0.0,11.639152526855469,0.0,0.0,0.0,4.70120096206665,1.190793514251709,0.0,0.0,2.2997822761535645,0.0,0.0,0.0,0.0,0.9936069846153259,0.0,0.0,1.0288276672363281,0.0,0.0,0.0,0.0,0.0,0.0,2.1913139820098877,6.066967487335205,0.0,9.704999923706055,0.0,0.0,0.0,1.9482561349868774,2.0994255542755127,10.47963809967041,0.0,0.0,0.0,0.0,0.0,2.9737706184387207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.508352279663086,2.1262364387512207,1.7140052318572998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.133821487426758,0.0,0.0,0.0,6.376194953918457,0.0,0.0,4.179427146911621,0.0,0.0,0.0,0.0,0.0,0.0,1.8848230838775635,0.0,2.211653470993042,0.5609061121940613,0.0,0.0,6.22469425201416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.064121246337891,0.0,0.0,0.0,0.0,0.0,1.0783964395523071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9645469188690186,0.0,-1.02
